row_id,noisy,prediction,clean,cer_noisy,cer_prediction,cer_improvement,wer_noisy,wer_prediction,wer_improvement,noisy_len,prediction_len,clean_len
384,دنزوف - آ. زآوفهـ. دوروشەنقو - م. ملەنەفسکی مركر250بك لاإطار,دنروف - آزوفهـ. دوروشەنقو - مآملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەن,دونزوف - آ. زوف هـ. دوروشەنقو - م. مەلەنەفسکی مركز 250بك لاإطار,0.09523809523809523,4.031746031746032,-3.9365079365079363,0.5,4.916666666666667,-4.416666666666667,60,298,63
392,دونوف - آ. زوف ة ـ. دروشەنقو - . مەلەنەفسکیمزكز250بك لاإطار,دونوف - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروش,دونزوف - آ. زوف هـ. دوروشەنقو - م. مەلەنەفسکی مركز 250بك لاإطار,0.12698412698412698,3.9365079365079363,-3.8095238095238093,0.6666666666666666,4.833333333333333,-4.166666666666666,59,301,63
395,دونزف - آ. زوف ه. دوزوشەنقو - م. مەلەنەفسکی مرکز 2خ50نک لاإظار,دونزف - آزوفه. دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مر,دونزوف - آ. زوف هـ. دوروشەنقو - م. مەلەنەفسکی مركز 250بك لاإطار,0.12698412698412698,3.8095238095238093,-3.6825396825396823,0.5,3.75,-3.25,62,288,63
699,چونکه اونلر خالص پولونكاليلر طرقندن اولذیغ ی قدر زمان ایل پولونياليلشمش اولان کندی عر قداشلرثجة دحی انواغ تضييقات وتعذيباتة معروض قيلينور دی.,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر ط,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دحی انواع تضييقات وتعذيباته معروض قيلينوردی.,0.07194244604316546,1.20863309352518,-1.1366906474820144,0.5263157894736842,1.6842105263157894,-1.1578947368421053,141,276,139
695,چونيه اونلر خالض پولونياليلر طرقندن اولدیغی قذر زما ن ایل پولويىاليلشمش اولان کنذی عرقداشلرنجة دحی انواع تضييقات وتع ذبته معروض قيلي نورذی.,چونيه اونلر خالض پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر ط,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دحی انواع تضييقات وتعذيباته معروض قيلينوردی.,0.10071942446043165,1.223021582733813,-1.1223021582733812,0.6842105263157895,1.7894736842105263,-1.1052631578947367,139,276,139
618,رو س اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينى سوسيالىست اختىلک ار فرفەسی تأسیس اوکلندی بونك فكىز ونظريىتى عنى رو فنرقسيك اجتهادىتنه موافق و شیوردی,روس اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اخ,روس اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلالکار فرقەسی تأسیس اولندی بونك افكار ونظرياتى عنى روس فرقەسنك اجتهاداتنه موافق و شیوردی.,0.12,1.1266666666666667,-1.0066666666666668,0.6086956521739131,1.434782608695652,-0.826086956521739,149,276,150
515,اوقراكنالى مكايب عاليه طليەسی.«اوقرابينست اغرومادا » نمندەكی جمعیت اطرافنده طوپلانمشلردر.,اوقراينالى مكايب عاليه طليەسی.«اوقراينالى مكايب عاليه طليەسی.«اوقرابينست اغرومادا » نمندەکی جمعیت اطرافنده طوپلانمشلردر.,اوقراينالى مكاتب عاليه طلبەسی. «اوقرابينستا غرومادا» نامندەکی جمعیت اطرافنده طوپلانمشلردر.,0.1,0.4,-0.30000000000000004,0.6,0.8,-0.20000000000000007,89,120,90
692,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونكىليلشمش اولان کندی عرقداشلرنجه دهی انواع تضييقات وتعذيياته معروض يلنوردی.,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دهی انواع تضييقات وتعديياته معروض يلنوردی.,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دحی انواع تضييقات وتعذيباته معروض قيلينوردی.,0.04316546762589928,0.33093525179856115,-0.28776978417266186,0.21052631578947367,0.47368421052631576,-0.2631578947368421,137,178,139
559,حالبوكه رو سیەده متمکن اولاي ىوتوأز مليون اوقرايثالى غالیچادەكی قرداسلرينك تأثىر و نفوذى آلتنده ندی منافع مل يه وسىاسەلبزينا تحق محاكمه وتقدير ايدەجك بر,حالبوكه روسیەده متمکن اولان اوتوأز مليون اوقراينالى غالیچادەکی قرداسلرينك تأثير و نفوذى آلتنده بر.,حالبوكه روسیەده متمکن اولان اوتوز مليون اوقراينالى غالیچادەكی قرداشلرينك تأثير و نفوذى آلتنده کندی منافع مليه وسياسەلرينى بحق محاكمه وتقدير ايدەجك بر,0.09395973154362416,0.37583892617449666,-0.2818791946308725,0.5454545454545454,0.5454545454545454,0.0,152,98,149
605,روس احتلال عموم سنی تعقیب ایذن سنەلردة اوقراينا سوسياليست اختلالكار فرقەس تأسیس اولندی بونك افكار ونطرياتى عنىت روس فرقەسنك اجتهاداتنه مافق وشیوردی.,روس احتلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلالكار فرقەسنك اجتهاداتنه مافق وشیوردی.,روس اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلالکار فرقەسی تأسیس اولندی بونك افكار ونظرياتى عنى روس فرقەسنك اجتهاداتنه موافق و شیوردی.,0.06,0.34,-0.28,0.43478260869565216,0.5652173913043478,-0.13043478260869562,148,100,150
